ts,p0,p1,p2,p3
31.7130780,-0.8597816,212.1374386,197.7876287,182.3654827
31.7449910,-0.6960251,211.9327739,197.7508300,182.3402803
31.7789180,-0.4700792,212.4488547,197.7761291,183.4427339
31.8098350,-0.2296330,212.2162568,197.5184907,182.9235968
31.8437430,-0.0155821,212.2647004,197.5073270,183.1672231
31.8746910,0.1574689,212.9563787,197.8276770,183.5180972
31.9076280,0.2891570,212.7911205,197.5299059,183.0349825
31.9355270,0.3729303,212.7673893,197.6435438,183.1414703
31.9714290,0.4031375,212.7855233,197.2274781,182.6275703
32.0166110,0.3860597,213.4516976,197.6238980,183.1465954
32.0515160,0.3396921,213.0750530,197.3015931,182.8137029
32.0814350,0.2897358,213.4212679,198.0941625,183.2610151
32.1133480,0.2511088,212.9681606,197.2591970,183.1340803
32.1472580,0.2023891,212.8926770,197.0940594,182.5465160
32.1772360,0.1311856,212.6181478,197.1931712,182.2228251
32.2111780,0.0637033,213.2776790,197.5940103,183.0865700
32.2410970,0.0215529,212.9365849,197.3499021,182.8323230
32.2730610,-0.0043694,212.9120375,197.1026536,182.6142687
32.3049810,-0.0249576,213.0068550,197.3517369,182.6029643
32.3369230,-0.0207401,213.2255660,197.9501537,183.1107798
32.3708310,0.0119448,212.9549306,197.0920942,182.5847844
32.4177050,0.0386907,212.8984871,197.1943407,182.5635039
32.4496390,0.0332792,212.7048905,196.6054029,182.6190964
32.4795590,-0.0145762,212.1395697,196.5333957,181.2950421
32.5154620,-0.0967360,212.9567837,196.5152057,182.1817155
32.5453870,-0.1947726,212.6296927,196.2200473,181.5288889
32.5793100,-0.3019046,212.4695191,195.9765240,181.5501704
32.6072360,-0.4084634,212.7604859,196.0074018,181.7820270
32.6391540,-0.4854366,212.7391346,196.4705490,181.9401449
32.6740910,-0.5080877,212.3178986,196.2183875,181.7561116
32.7050080,-0.4705430,212.6695485,196.7984630,182.2912584
32.7379190,-0.3724248,212.7869039,196.6794095,182.5545042
32.7698330,-0.2189622,212.6586134,197.3260122,182.3096830
32.8177040,-0.0303298,212.8560966,196.7888530,182.6693932
32.8466250,0.1453206,212.8876853,196.4821361,182.3290574
32.8825280,0.2692740,213.3863702,196.5517374,182.3232265
32.9144420,0.3443616,213.1963846,196.7562938,182.3134583
32.9465600,0.3866071,212.9079494,196.7540809,182.3437651
32.9804870,0.4009871,212.7839804,196.5926136,182.1265703
33.0094090,0.3905631,213.1945140,196.7927815,182.8018287
33.0443140,0.3653590,212.7033209,196.6765241,182.9076467
33.0732440,0.3473801,213.1387680,197.5122329,183.0469974
33.1051580,0.3683771,213.4356533,197.7042309,183.3495632
33.1350770,0.4235133,213.3638507,197.2978389,182.6912574
33.1699840,0.4829619,213.4026454,197.7162031,183.3187123
33.2169610,0.5358435,213.2763665,197.6045270,183.2871405
33.2519720,0.5770169,213.5080613,197.8518482,183.4147660
33.2811800,0.5992413,213.3273374,197.7053766,183.2678395
33.3131110,0.5939332,213.0430917,197.7185851,183.0900919
33.3450240,0.5671592,213.6931286,198.2285828,183.7919617
33.3769380,0.5285395,213.0631063,197.7426752,182.9354238
33.4128410,0.4610908,213.2478016,197.5281099,183.2985871
33.4408030,0.3487736,212.8133672,197.2930428,182.7524917
33.4747110,0.1927257,212.9496234,197.0243568,182.6308324
33.5056300,0.0134949,213.0483887,197.4230357,183.3353130
33.5375420,-0.1488911,213.1840095,197.5663129,182.9697451
33.5744420,-0.2660580,213.5478551,197.6807696,183.1036615
33.6183540,-0.3433106,213.4049603,197.1562500,182.7977183
33.6502370,-0.3850059,213.2386744,198.0937468,182.9922976
33.6831480,-0.3718997,213.1286245,198.0373232,182.6413163
33.7110730,-0.3113563,212.2697775,197.8961681,181.6679028
33.7430170,-0.2276628,212.4713882,198.3008683,182.5177320
33.7780770,-0.1395366,211.4540917,197.7487782,181.0790267
33.8089680,-0.0664753,211.8778807,198.2746069,181.1261038
33.8428770,-0.0076435,212.1237068,198.2050528,181.9081999
33.8737930,0.0555821,212.3412595,199.0888165,183.2806732
33.9037120,0.1433423,212.9300142,199.1499072,183.4413146
33.9386250,0.2511829,212.2757341,199.2861041,182.9051414
33.9725340,0.3589297,212.4370320,199.4714091,182.9712957
34.0174440,0.4571602,212.2542857,199.7620571,182.7481143
34.0513580,0.5215645,211.8683085,198.9206845,181.2651174
34.0812770,0.4949238,210.9769497,198.0105100,179.6646363
34.1131910,0.3575984,211.7612267,198.5904831,180.1499331
34.1451350,0.1496396,211.1386380,198.0225775,179.3046131
34.1771040,-0.1102917,211.0244508,197.2715651,178.8658310
34.2070240,-0.3827624,212.2436368,198.8391794,181.3801444
34.2409680,-0.5883315,212.3032283,198.3366880,180.0189518
34.2728820,-0.6987499,213.3929004,198.8104074,180.0894178
34.3077880,-0.7137603,213.3712275,199.0575179,179.8929490
34.3367090,-0.6130964,214.6438563,200.3959133,181.5329128
34.3706290,-0.3943280,214.1008345,200.0997218,180.5705146
34.4175030,-0.1208643,213.6943498,199.7120954,180.4115559
34.4494170,0.1310635,214.4867357,199.9452405,180.3363598
34.4793370,0.3226929,213.9488832,199.5681558,180.2671821
34.5142420,0.4179269,213.5834052,198.9628991,178.9741156
34.5451580,0.3873544,213.1705686,198.5261015,178.5473317
34.5800690,0.2467887,213.7370163,198.8197382,179.3727521
34.6089910,0.0603831,213.6766784,199.3096290,179.8892815
34.6409050,-0.1200515,213.4664612,198.7537062,179.5251725
34.6728190,-0.2861458,213.5442511,198.7605236,179.3507363
34.7047320,-0.4276698,214.0843063,198.8918878,179.3260045
34.7346520,-0.5246787,214.1945335,198.9192243,179.5823790
34.7665650,-0.5673509,214.2360325,199.0896985,179.5163019
34.8154330,-0.5616935,214.2594296,198.7778289,179.2683226
34.8483450,-0.5311554,213.9061169,198.6164029,178.1693548
34.8825230,-0.4859322,214.0845611,199.0352977,178.9826581
34.9144360,-0.4283715,214.4305339,198.4508273,178.5505776
34.9473470,-0.3510783,214.7027907,199.8314729,180.0221705
34.9802580,-0.2195946,214.5966505,199.9330099,180.0647989
35.0111750,-0.0183358,215.4703750,200.7653640,180.9410652
35.0440970,0.2481254,215.5625680,201.3279963,181.7820612
35.0720270,0.5450779,215.6329353,200.7894406,181.0691389
35.1049380,0.8041724,215.1206553,200.8981779,181.3359363
35.1368520,0.9897624,215.5173402,201.1978287,181.8561520
35.1667770,1.0996616,215.9249925,201.1828214,181.8501342
35.2146480,1.1239118,215.5186234,200.8043802,181.6230632
35.2505520,1.0540944,215.5083406,200.8606965,181.4931226
35.2814680,0.8860784,214.7556719,199.8363874,180.0842059
35.3103900,0.6152403,214.7716882,199.6905041,180.1988570
35.3452950,0.2746936,215.1068111,199.7882071,180.1279201
35.3762120,-0.0858370,214.6321645,199.2220814,179.6624419
35.4111180,-0.4400651,214.3974132,199.0562287,178.9124575
35.4430310,-0.7612606,214.7503739,199.0046227,179.2959891
35.4709570,-1.0236947,214.4618722,198.7001052,179.4752827
35.5069410,-1.2098358,214.9039541,198.9913872,178.9705076
35.5368600,-1.3105781,214.5024466,198.5549833,178.7458151
35.5717720,-1.3354877,214.6410807,198.6461305,178.6771872
35.6136630,-1.3045269,213.9425287,198.1402543,178.5075813
35.6485690,-1.2292208,214.2674699,198.6832530,177.9290361
35.6804830,-1.1091759,214.3410439,198.3871886,177.9078292
35.7134270,-0.9486132,214.4695990,198.8154769,178.0411619
35.7463390,-0.7690798,213.8092151,198.0250058,176.6978467
35.7772880,-0.6138030,213.6612287,197.6863358,176.4765706
35.8101990,-0.5196834,213.6302954,197.0958324,176.0262194
35.8411150,-0.4919057,213.2692135,197.0685637,176.1418328
35.8740270,-0.5019256,213.3960551,197.2628040,175.6247899
35.9069390,-0.5142485,213.7415781,196.9915216,175.9320597
35.9408460,-0.5089234,213.5272687,197.2247430,176.0916406
35.9738070,-0.4646606,213.6405581,197.4274415,176.0915083
36.0166970,-0.3676666,213.6535912,197.4662983,175.7309392
36.0486110,-0.2228341,214.0449698,197.5950522,176.3939527
36.0815220,-0.0391649,213.9554696,197.8419890,177.1154696
36.1124380,0.1738700,213.8139125,197.9823614,177.1543380
36.1493390,0.4036651,214.5120000,198.2661622,177.8349189
36.1769680,0.6309500,213.9148136,198.1263294,177.1177355
36.2098850,0.8158935,213.8448705,197.5146788,176.7305817
36.2404170,0.9183052,213.7732842,197.4340236,176.7866204
36.2733910,0.9351589,213.8343086,197.4521023,176.5200477
36.3043070,0.8902124,213.6544486,197.4965195,177.1537960
36.3372580,0.8069571,213.5474628,197.3975284,177.0010936
36.3711670,0.7082848,213.8691671,197.6793161,177.0615554
36.4150970,0.6153973,214.0180810,197.5426511,176.9931226
36.4490050,0.5204186,213.3901941,196.8157984,175.8818522
36.4809300,0.3788325,212.4180734,195.6807337,173.9414810
36.5148400,0.1483024,211.8482153,194.8628533,173.4529895
36.5457550,-0.1397015,213.0123782,195.9524355,174.9457880
36.5786660,-0.3999055,212.8784033,195.5265344,173.9874250
36.6095830,-0.5728334,213.3440723,196.4447792,175.3025843
36.6405050,-0.6335780,212.8279435,195.9854247,174.7090640
36.6754110,-0.5964016,212.6624526,196.1381450,174.6796920
36.7053300,-0.4947413,213.0788665,195.9122567,174.5547969
36.7392660,-0.3529655,212.7457417,196.1789058,174.7125776
36.7681870,-0.2080770,212.3809577,195.1336988,173.2418886
36.8171000,-0.1229880,211.8276132,194.3776411,172.6684181
36.8470190,-0.1321663,211.6903870,194.2730678,171.7749404
36.8809270,-0.2379867,211.3226128,192.8709105,171.2348897
36.9148360,-0.4391764,210.8074009,192.7700670,171.0024157
36.9447550,-0.6841729,211.0093407,193.0351906,170.5975888
36.9786630,-0.8895048,211.2939431,193.2379905,171.0324283
37.0085980,-1.0153511,210.9868775,192.5844896,170.3160159
37.0415020,-1.0704072,210.4520072,192.3993257,170.0082183
37.0734150,-1.0661377,210.7582616,192.2227181,169.4921900
37.1023370,-1.0122433,210.1328460,191.7866319,169.1814099
37.1372420,-0.8615386,212.6267525,194.8334199,171.0320906
37.1691920,-0.5366342,212.0640853,194.2500259,171.3575940
37.2161110,-0.0758591,212.5222461,194.4935052,170.2806587
37.2480250,0.4241948,212.5756801,194.4163428,170.5187155
37.2809360,0.8833458,212.0829062,193.9130741,169.5050749
37.3148440,1.2268451,212.3272619,193.5242361,168.9669553
37.3447640,1.4776664,213.9417245,196.3788900,171.7204163
37.3766770,1.7093556,213.6602621,195.1930239,170.5289191
37.4086270,1.8759655,213.2589364,194.3687200,169.7236314
37.4406110,1.8766121,212.3733553,193.1059404,168.1690209
37.4725260,1.6753082,212.1767225,192.7524329,168.3603542
37.5054720,1.2975167,211.2125000,191.9849237,168.0297710
37.5353910,0.7956548,210.6018962,191.5088106,167.2750431
37.5722930,0.2321173,209.8940012,191.1189089,167.3774024
37.6181780,-0.3284417,208.4275128,190.6709101,167.8170245
37.6470990,-0.8451454,207.6985024,189.8216069,167.6864463
37.6820050,-1.2873368,207.4916190,189.9343087,168.1059975
37.7149160,-1.6290778,206.6256032,188.9539218,167.5309868
37.7478270,-1.8880013,206.7837530,187.8380048,167.9009026
37.7797410,-2.0848479,206.4592756,187.8763894,167.2320813
37.8086630,-2.2054215,206.3313120,187.2518048,167.2520936
37.8425710,-2.2407812,205.8576307,187.0774922,166.1903633
37.8734880,-2.1853947,206.4887879,187.0636961,166.5803209
37.9044040,-2.0295476,206.0732250,187.1018572,166.2862256
37.9403070,-1.7309311,208.4392738,189.3407549,168.9719064
37.9712300,-1.2495366,207.9275488,188.8616316,168.5354089
38.0171060,-0.6341965,208.7597447,189.4548796,169.0930457
38.0500170,0.0282661,208.4657015,189.1988923,168.9512243
38.0809510,0.6380007,208.0591351,188.1775980,168.2986613
38.1128650,1.0890457,207.1588776,187.5553534,167.5141735
38.1446960,1.3836191,210.1292146,189.6690613,169.3429119
38.1776070,1.6104773,209.6347934,189.4624487,168.9609696
38.2115150,1.7906536,208.8795816,189.1769528,168.9339489
38.2414350,1.9108441,209.8101073,189.9695070,168.9600076
38.2733490,1.9898172,208.7404766,189.8503472,169.0805029
38.3082540,2.0760339,212.9833520,192.2067901,173.2817995
38.3371900,2.2175677,211.9933438,191.6433392,172.3006379
38.3691040,2.3673397,212.0210003,191.2306346,172.4754536
38.4149790,2.4562463,211.9813747,191.8471211,172.1947622
38.4508830,2.4805856,212.6702733,192.0968109,172.4379271
38.4827960,2.4478703,212.7756929,192.2927898,171.9006572
38.5127150,2.3588367,212.3395282,192.5197882,170.9337506
38.5426350,2.2225032,212.6389159,192.8824558,170.9099475
38.5785380,2.0511884,212.0431084,193.0066692,170.6274889
38.6094550,1.8431493,211.8701374,192.7801364,169.6564211
38.6383810,1.5830251,212.2322354,192.5179357,169.1873717
38.6722900,1.2708865,212.7081448,192.7390321,169.1860122
38.7052010,0.9199123,212.2490321,192.1897019,168.7598722
38.7391090,0.5559535,213.1576792,193.1099461,169.8531057
38.7730180,0.2238503,212.7865302,192.9609616,170.2742624
38.8172090,-0.0651123,212.3745429,192.6193300,170.3269098
38.8491230,-0.3293346,212.4891771,192.5527182,169.6061845
38.8850260,-0.5787912,212.4025226,192.1828384,169.3546529
38.9139480,-0.8181685,211.6313496,192.1129815,169.4167739
38.9488530,-1.0427833,211.3455627,191.9677739,170.0088250
38.9797690,-1.2412223,211.3729532,191.9569935,169.3767015
39.0097820,-1.4133483,211.0892417,191.3445420,169.2656543
39.0426920,-1.5597554,211.5316244,191.7228442,170.1891573
39.0736090,-1.6612614,210.6396841,191.6538993,169.6172754
39.1035280,-1.7095792,210.6996205,191.4078290,169.1377072
39.1384340,-1.7128437,210.3814027,191.5056147,168.8457447
39.1683530,-1.6621144,210.5524993,191.9836340,169.1369417
39.2152260,-1.5447465,210.7584708,191.9931838,169.0609503
39.2501380,-1.3722116,210.8235116,192.0226034,169.2036327
39.2810540,-1.1748753,210.1509914,191.7440773,168.9724453
39.3139650,-0.9951240,209.7485585,191.1464168,168.1078048
39.3449350,-0.8493697,210.0377069,191.9566728,169.5367872
39.3768720,-0.7254298,209.6673449,191.1965412,169.2025432
39.4128010,-0.6065900,210.3439803,192.4889435,169.3108108
39.4397280,-0.4610972,210.4935238,192.2950247,170.0068873
39.4746340,-0.2905124,210.8939707,192.1867644,169.4488953
39.5056070,-0.1182983,210.9773732,192.5522987,170.2221537
39.5375210,0.0703971,211.3908443,193.4980096,170.5394930
39.5694350,0.2785356,211.5991903,192.7394374,170.4661061
39.6202970,0.4682908,210.8472520,193.1388804,169.9219945
39.6492470,0.6153749,210.9661208,192.9651996,169.0828045
39.6831560,0.6996922,210.2905664,192.4029430,169.4984882
39.7130750,0.7053772,210.9753507,192.7098196,169.7847695
39.7459860,0.6410140,210.7730333,192.0998694,169.4987441
39.7808920,0.5236868,210.4410666,192.5362085,169.5146955
39.8108110,0.3867251,210.9185645,192.4909516,169.9842416
39.8417280,0.2542437,211.0251553,192.2919423,169.4395670
39.8736590,0.1314191,210.7495486,192.3272818,169.3086259
39.9045750,0.0260673,210.1381553,192.2633031,169.9624557
39.9414760,-0.0599999,210.4507782,192.0559136,169.4323387
39.9724020,-0.1189525,210.7414048,192.6382622,169.9448330
40.0172970,-0.1216108,210.8946421,193.1294482,170.3495602
40.0502080,-0.0590741,211.3398337,192.9140764,170.4641655
40.0811250,0.0573293,212.1116680,193.8586608,171.2696472
40.1130390,0.2197230,211.8451358,193.6300247,171.4584691
40.1462940,0.4115136,212.8281965,194.4728574,172.0211772
40.1772410,0.6047702,212.6528553,193.8623763,171.1990401
40.2121460,0.7703745,213.1852511,194.7235073,172.0329181
40.2420650,0.9011524,212.6603627,194.6476578,171.9382213
40.2729810,0.9864389,212.8258858,194.5868110,171.6821850
40.3069230,1.0035066,213.2706774,194.4548547,172.4528137
40.3368650,0.9580196,213.4060779,195.0620133,172.5386515
40.3707740,0.8755850,213.2512082,194.9527149,172.7146783
40.4136580,0.8076700,215.0342027,197.0283749,174.4863858
40.4495620,0.8397846,215.8363056,198.1824667,175.2369063
40.4804770,1.0181408,216.8767549,199.3650240,177.3778385
40.5183750,1.3236074,216.4425713,200.2304557,178.1852538
40.5443050,1.6581227,215.1220839,198.6541263,176.5939142
40.5792420,1.8675792,215.2988337,198.3091193,177.1180090
40.6091300,1.8867054,215.3187898,199.0173416,177.5152661
40.6410430,1.7716696,216.1942466,200.0734437,178.4603644
40.6769470,1.5828580,215.7333888,199.6939285,178.0992515
40.7028770,1.2782091,215.2416058,197.2783276,175.8252706
40.7387800,0.8156748,216.1043608,198.6780656,176.7274506
40.7697010,0.2855644,216.3507712,198.9335625,176.9798365
40.8175900,-0.2054426,216.4591694,199.2548763,176.9725618
40.8489560,-0.6052556,216.6669760,199.6898951,176.9622344
40.8818680,-0.9026997,216.9355080,199.0433685,177.6617441
40.9127840,-1.1668240,214.0477040,197.0991642,175.0544652
40.9466930,-1.4737993,214.1656545,197.2036812,175.5207886
40.9806110,-1.8021271,214.1008825,197.3743614,175.2131909
41.0085360,-2.0856466,214.3127119,197.4472693,175.7025424
41.0444390,-2.2864047,214.2091522,197.3829309,175.3092832
41.0733610,-2.3921051,213.6230133,197.3609071,175.2980760
41.1062780,-2.4771002,211.3484636,193.7132717,172.3661156
41.1372200,-2.6513013,211.8664101,194.0715359,172.7592002
41.1691030,-2.8856618,212.1653935,194.0358951,173.4161988
41.2179700,-3.0658257,212.3058138,194.7306283,173.4016155
41.2518790,-3.1236265,212.0011140,194.1215188,173.3235240
41.2808010,-3.0436580,212.2697375,194.5683453,173.7824909
41.3147090,-2.8778298,208.8810524,191.9324868,170.0241184
41.3456270,-2.7066049,209.3855522,192.5634994,170.7445147
41.3785370,-2.5101050,210.5826735,193.2531905,171.3608756
41.4144400,-2.2185267,211.1932622,193.5245824,171.8513730
41.4423650,-1.8172382,210.8425952,193.7854255,171.5475317
41.4752760,-1.3222261,211.6419788,194.1475596,172.2307983
41.5051950,-0.8292676,208.3348481,190.9753858,169.2860930
41.5371080,-0.4819884,208.3461105,190.9486095,169.5598459
41.5710170,-0.2952776,208.7733422,191.1824804,170.5359001
41.6178910,-0.1899297,208.4315318,191.1353496,170.8062167
41.6488070,-0.0983686,208.3938395,191.7057272,171.3636021
41.6837130,0.0441689,208.5947615,192.3479888,171.6583723
41.7126340,0.2858817,209.6078131,193.0282459,172.0585982
41.7445480,0.5879750,207.7111575,190.9894777,168.4707555
41.7764630,0.8642362,208.8769394,191.9867014,169.9655006
41.8073790,1.1266947,209.1973407,193.0620815,171.2334035
41.8432820,1.4368138,209.4920484,193.7965908,171.9557185
41.8732010,1.8022574,210.2818708,194.2241080,173.4044359
41.9051160,2.1877092,210.4189543,194.3959647,174.7318848
41.9380270,2.4776810,207.9032103,191.3488082,172.7195309
41.9719350,2.5373738,207.7347114,191.6891789,173.1343113
42.0168350,2.3663700,207.6986900,191.3566546,173.6752421
42.0507440,2.0385789,207.8220331,191.0951736,173.5175549
42.0807140,1.6233426,207.6749904,191.2658821,172.8482587
42.1106320,1.1875442,207.9217432,190.8254856,173.2093794
42.1465400,0.7719743,207.3916197,190.7065954,172.6436003
42.1784620,0.4060602,207.6817248,190.6273590,172.4656302
42.2103750,0.0387024,204.6657659,186.7885339,169.7101631
42.2412920,-0.4246354,205.5090944,187.0859398,170.1445482
42.2732060,-0.9475445,205.3578634,186.6573158,169.7727928
42.3081120,-1.4290735,205.2323623,186.5399206,169.5243395
42.3370340,-1.8093110,204.8567097,186.1277387,168.9177426
42.3689470,-2.0694446,205.0332223,185.3286946,168.3234026
42.4148400,-2.2118451,204.1536378,185.3897059,167.1871130
42.4497460,-2.2472507,204.1441415,184.2244780,166.5976411
42.4806620,-2.2085536,203.1577930,183.9195091,165.7909943
42.5146080,-2.1174998,202.6594266,183.4719568,164.7771986
42.5445270,-1.9727028,202.5713457,183.4862722,163.6997293
42.5774440,-1.7705680,202.5303601,183.1867941,162.6430157
42.6093580,-1.5194227,202.3775986,182.9382164,162.5246746
42.6402740,-1.2400881,201.7941804,182.5403492,161.4131911
42.6731860,-0.9594758,201.1619039,182.0179788,160.5482589
42.7050990,-0.6957096,200.8783277,181.9848150,159.8996636
42.7380110,-0.4523595,201.0612616,181.5121087,158.9111707
42.7669320,-0.2340612,201.2018189,181.3047601,158.2336494
42.8167970,-0.0480420,200.8119186,180.7528101,158.1096899
42.8497090,0.0936489,200.2442117,180.1540013,158.0723412
42.8846150,0.1826275,200.4149594,179.7529957,158.3140704
42.9105440,0.2350539,200.0473837,179.7776163,158.1436047
42.9474450,0.2761924,199.1479352,179.2902175,157.6181853
42.9804240,0.3103609,199.0020181,178.7796464,158.3645012
43.0093560,0.3498176,199.7625483,179.2985521,157.8044402
43.0432830,0.4322192,199.6185666,179.3579606,157.8987975
43.0726670,0.5770109,199.5394940,179.4702588,156.5817883
43.1065750,0.7790174,200.3154122,179.6492299,156.9556331
43.1365230,1.0145144,199.7990541,179.2369462,156.9362031
43.1694350,1.2445819,199.6798544,179.2442763,157.1582527
43.2166030,1.4546375,199.7637155,179.7413643,156.8185776
43.2515080,1.6502609,199.9818625,179.7019990,157.3058020
43.2814280,1.8122824,199.7805113,179.2768934,157.2651230
43.3154450,1.9138659,199.9895298,179.4516723,157.2862821
43.3453380,1.9476304,199.2912433,179.0918239,156.7192066
43.3732740,1.9196701,199.8311839,179.4323669,156.9043925
43.4101740,1.8470071,199.4696015,179.2490061,156.8770484
43.4410910,1.7443075,199.1885286,179.3728698,156.6166131
43.4740020,1.6233646,199.6610449,179.3733644,157.2955316
43.5049180,1.4977742,199.7417684,179.5236932,156.7880801
43.5368320,1.3719584,199.5050386,179.2774680,157.2315820
43.5707410,1.2393172,199.8673449,179.2200157,157.3014087
43.6166170,1.1028850,200.0278668,179.4966502,156.9610642
43.6465360,0.9766919,199.5851511,179.4796048,157.0867651
43.6814420,0.8597457,199.6707389,179.2773651,157.1349687
43.7133560,0.7395529,199.4021067,179.1982026,156.5747004
43.7462670,0.6108165,199.8040508,179.1421649,156.5088671
43.7791840,0.4795902,199.2139768,179.2824848,156.3802831
43.8091030,0.3555526,199.6360614,179.2218637,156.4925198
43.8410170,0.2501829,199.5720281,179.6199492,156.3613117
43.8739280,0.1679623,199.5613240,179.2356418,156.1336814
43.9058730,0.1027528,199.4082829,179.6281500,156.6642899
43.9407480,0.0508815,199.4117590,179.3453588,156.4611934
43.9726620,0.0075535,200.0124096,179.5769982,156.6000586
44.0166250,-0.0284095,199.5014651,179.5801914,156.9092596
44.0495360,-0.0523614,199.8675503,179.8195385,156.5762396
44.0804530,-0.0607732,200.1590664,179.9068353,156.3123468
44.1113690,-0.0617635,199.8291720,179.6451199,156.1944143
44.1442800,-0.0738766,199.9143387,179.6167220,156.2204532
44.1771910,-0.1052327,199.5253822,179.5650725,155.8463348
44.2101400,-0.1534110,199.5877780,179.5390671,156.4095650
44.2410560,-0.2034785,200.0335218,179.9854210,156.5939700
44.2729750,-0.2494793,199.3122735,179.2163777,156.0333039
44.3048890,-0.3061778,199.4054690,179.4574145,156.2978536
44.3368030,-0.3771864,199.1834567,179.0452065,156.6172058
44.3707110,-0.4539684,200.0187835,179.2883698,156.1855961
44.4175850,-0.5195679,199.5097387,179.3149653,156.3960067
44.4485010,-0.5640023,199.4146010,179.0677554,156.2341791
44.4814130,-0.5874773,199.6901217,179.3311922,156.3551338
44.5163180,-0.5871081,199.6681742,179.0844558,156.4956248
44.5462370,-0.5650170,199.3043138,179.2741857,156.0756138
44.5741620,-0.5270151,199.7866538,179.0061896,156.5696325
44.6090830,-0.4809217,198.9608218,179.1128524,156.3938844
44.6409820,-0.4206027,199.7643558,179.5361500,156.6431618
44.6749200,-0.3237265,199.7090660,179.9790934,157.0396639
44.7048390,-0.1902975,199.2704233,179.6567150,156.8834597
44.7387470,-0.0475853,199.0783179,179.8278356,157.0762924
44.7686770,0.0792156,199.1975379,179.5573051,157.3504151
44.8165480,0.1773436,199.2450838,179.8285382,156.8805580
44.8465020,0.2519524,199.1561694,180.0012425,157.4217720
44.8834020,0.3115286,199.0647544,179.9922295,156.9122218
44.9133210,0.3535086,198.9963465,180.0058648,157.4172676
44.9473120,0.3734867,199.1552885,179.9502885,157.3111538
44.9804180,0.3760529,199.5543645,180.2661753,157.2544028
45.0083500,0.3662740,199.7263815,179.9209995,157.5112926
45.0442450,0.3360059,199.1402074,179.8927043,157.6951394
45.0732310,0.2898809,199.3178524,180.2410833,157.4711043
45.1070300,0.2347231,199.2064264,179.5879100,157.2791762
45.1369490,0.1609306,199.4566368,179.7798633,157.3235153
45.1669930,0.0790163,199.0523100,179.9406262,157.2604047
45.2148640,0.0154634,199.6552789,180.1917583,157.1754488
45.2497700,-0.0199152,199.7487461,180.0230517,157.1181520
45.2816840,-0.0377163,199.6042008,179.9366028,157.1323827
45.3116030,-0.0531720,199.8395691,179.7950370,157.3301914
45.3445140,-0.0660834,199.3941989,180.1793849,156.9783921
45.3764590,-0.0695235,199.2106723,179.9094387,157.3931338
45.4103680,-0.0766498,199.2322717,179.6054075,157.2199557
45.4405690,-0.1018997,199.4911521,179.6879208,157.0581843
45.4714870,-0.1295384,199.7242407,180.1211073,157.1052480
45.5054420,-0.1369424,199.3644125,180.0437567,157.4785098
45.5363590,-0.1269917,199.2937940,179.8991410,157.3630924
45.5715130,-0.1194161,198.8975708,179.6299732,157.3090092
45.6163920,-0.1218962,199.2118059,179.9040163,156.5350579
45.6483060,-0.1202295,199.9381363,180.0858457,156.5700861
45.6832120,-0.1138126,198.6233741,179.5067971,156.0119315
45.7131310,-0.1226957,199.0162489,179.5536510,155.9796889
45.7450450,-0.1521120,199.3912828,179.3645751,156.5058578
45.7799510,-0.1940854,199.5119960,179.4068691,156.7330015
45.8088790,-0.2361290,199.4020130,179.4552003,156.2424512
45.8397960,-0.2712652,198.6343864,179.1601220,156.1435882
45.8727370,-0.2985845,199.1872593,179.3715556,155.8807901
45.9056470,-0.3130639,198.9882365,179.1475880,156.0078094
45.9415510,-0.3063952,198.9213840,179.5980966,156.1293744
45.9724670,-0.2706633,199.0644396,179.3954339,156.2145681
46.0143540,-0.2133101,199.3968601,179.4126590,156.4364070
46.0492590,-0.1508964,199.0685635,179.2344398,156.5116578
46.0791780,-0.0898764,199.1843922,179.5033517,156.3098549
46.1111200,-0.0285734,199.4064612,179.3894632,156.4486083
46.1440310,0.0250399,199.1140133,179.1868110,156.2153143
46.1769420,0.0663482,199.8086124,179.5545255,155.8639354
46.2108510,0.1013114,199.1528569,179.2612409,156.3588258
46.2387750,0.1340278,199.7971029,179.7208056,156.6484770
46.2726840,0.1727790,199.4155338,179.6347461,156.3885446
46.3066030,0.2051804,198.9902401,179.0897911,155.7899668
46.3365230,0.2113511,199.2894555,179.4075022,156.4958157
46.3724260,0.2054976,199.2661053,179.6350108,156.3289603
46.4173040,0.2042741,198.7740014,179.4819807,156.4281668
46.4492190,0.2006365,199.2029810,179.3455580,156.3957639
46.4771430,0.1863016,199.0874157,179.3647208,156.5840422
46.5150410,0.1617201,198.6449289,179.2711699,156.2862566
46.5449600,0.1292957,198.9581132,179.2748583,156.8300509
46.5748790,0.0964864,199.1166913,179.4225505,156.7500739
46.6088650,0.0773806,198.6195748,179.6297639,156.5845008
46.6387850,0.0823868,198.7094167,179.7323011,156.9072938
46.6726930,0.1070876,198.7469586,179.6139173,157.0692944
46.7046070,0.1360147,198.8586479,179.5789679,156.6366208
46.7355240,0.1573126,198.5738969,179.5628661,157.1912339
46.7684410,0.1562901,198.1346380,179.0456947,156.4957926
46.8163490,0.1223688,199.2603196,179.3066967,156.5891754
46.8482630,0.0775083,198.9237594,179.6948425,156.6711514
46.8833300,0.0365646,198.5078671,178.9852370,156.6072261
46.9142460,-0.0130645,198.1987332,179.2437648,156.4193389
46.9491520,-0.0725153,198.4211145,178.9115660,156.3226912
