ts,p0,p1,p2,p3
61.3128810,0.0619405,198.0289579,177.2658317,154.7989980
61.3437970,0.0580448,198.3778615,177.8554157,155.2181152
61.3757110,0.0520344,197.6492745,177.6186643,154.9507056
61.4106160,0.0356105,198.1158894,177.1023622,154.9678982
61.4395380,-0.0058105,197.8810142,177.4273308,154.6509283
61.4724500,-0.0525587,198.0977023,177.5866134,155.1600400
61.5033660,-0.0960639,197.7578345,176.9594215,154.7479912
61.5352800,-0.1489138,198.2756475,177.1551897,154.6408352
61.5831500,-0.2063606,197.7029072,177.0143369,154.5702907
61.6170590,-0.2533463,197.6941935,177.2324566,154.9676427
61.6469780,-0.2744132,197.8356178,177.3795898,154.7031516
61.6848760,-0.2642644,197.9258561,177.2281886,154.7465012
61.7118040,-0.2262824,198.0287733,177.6162544,154.7774861
61.7417230,-0.1611176,198.0401615,177.5071645,154.5869828
61.7746340,-0.0821080,197.9567039,177.4368516,154.9178970
61.8055500,-0.0084786,197.7710183,177.4031116,154.6852498
61.8404730,0.0430696,197.5744702,177.0530788,154.6244502
61.8713890,0.0613731,198.0796165,177.1592331,154.9571140
61.9043010,0.0550788,197.8486147,177.2373929,154.8234004
61.9392130,0.0427621,198.0625000,177.3888105,154.9676411
61.9851100,0.0367359,197.9409228,177.3932798,154.7339017
62.0150300,0.0420054,198.0907987,177.5177650,154.7920842
62.0489710,0.0527940,197.7487195,177.1891132,155.0052225
62.0788900,0.0642053,197.8211050,177.6384271,154.6634146
62.1088580,0.0842550,197.7489683,177.5579265,154.6474082
62.1437610,0.1192784,198.3845608,177.9008206,155.1708034
62.1746780,0.1595943,197.3324025,177.3830657,154.6835544
62.2066220,0.1887878,198.1951922,177.7336843,154.3249230
62.2395320,0.2038982,197.7236016,177.5411307,154.6400439
62.2714460,0.2009623,198.2385358,177.3899839,154.9914521
62.3074130,0.1739076,197.8162717,177.4083848,154.9893448
62.3333430,0.1325046,197.6918082,177.5492507,154.7033966
62.3842290,0.0943217,197.9710595,177.7171039,155.0434608
62.4161420,0.0662245,197.7624149,177.4924910,154.5342411
62.4470590,0.0369864,197.9889089,177.3045564,154.8019584
62.4790620,0.0018634,198.2327836,177.5320340,154.6831584
62.5129700,-0.0214843,198.4597827,177.8561746,154.8925546
62.5428890,-0.0247984,197.9107053,177.4844113,154.3888609
62.5748030,-0.0341147,197.4795386,176.9860582,154.5940822
62.6067170,-0.0651498,198.1675944,177.4336606,154.4972169
62.6396280,-0.1035184,197.7261096,177.1524390,154.4548181
62.6755310,-0.1488041,197.6552548,176.8567874,154.8723129
62.7034550,-0.1961046,197.9372616,177.4567356,154.6107207
62.7373640,-0.2175049,197.7830805,177.4502160,154.4606651
62.7862370,-0.2085531,197.7055306,177.2436472,154.6447434
62.8171760,-0.1831430,197.7947079,177.4159760,154.3930105
62.8490680,-0.1509246,197.6566468,177.1147817,154.7634921
62.8800010,-0.1206032,197.4633205,177.3161073,155.0123750
62.9119140,-0.0919198,197.8658134,177.2754725,154.5471453
62.9458230,-0.0623831,197.5142631,177.3335975,154.9840531
62.9777370,-0.0294441,198.1851299,177.5057231,154.6108291
63.0056610,0.0202403,197.7107071,177.9793939,154.7696970
63.0405670,0.0933938,197.6919055,177.8007039,154.4100553
63.0694890,0.1625511,197.8495073,177.2691351,155.0723599
63.1024070,0.1990192,198.1279397,177.5772864,154.7138693
63.1353180,0.2083398,198.1682897,177.5596470,154.7900183
63.1841860,0.1975334,197.9039745,177.3559119,154.6660026
63.2153780,0.1775863,198.2887105,178.0373307,155.6775715
63.2482900,0.1774318,197.7763925,178.1588578,154.6098934
63.2792050,0.1955566,197.3974512,177.6702509,154.6269415
63.3131310,0.1983715,197.6243912,177.4957758,154.5416957
63.3440470,0.1613775,197.1966259,177.0643252,154.8220205
63.3769580,0.0882379,197.4187118,177.5002504,154.5304017
63.4108960,0.0035164,197.4275413,177.2620931,155.0913370
63.4408330,-0.0835631,197.2136487,177.0372783,154.8764405
63.4737440,-0.1718219,197.4430584,177.1389336,154.6489940
63.5036630,-0.2506594,196.7702623,176.9801814,154.9098797
63.5335830,-0.3078241,196.9215411,177.2790208,154.9756195
63.5834480,-0.3322194,196.9858425,177.1742772,154.3854437
63.6163590,-0.3259043,197.6606448,177.1525102,154.6432778
63.6452810,-0.3015142,196.7257632,177.0028836,154.1157403
63.6791890,-0.2689965,197.2586846,177.0568625,154.3931324
63.7111030,-0.2341534,197.3385835,176.9203566,154.2271421
63.7443440,-0.1956157,197.1085526,177.2378389,154.8350279
63.7792490,-0.1458777,197.2104266,177.2063397,154.6566986
63.8071740,-0.0930206,196.7920977,176.8804808,154.5859691
63.8390880,-0.0505133,197.4682825,177.1322561,154.8861959
63.8710780,-0.0207577,196.6106848,176.7862062,154.6043880
63.9009970,-0.0052306,197.2447844,176.9900656,154.2954500
63.9378980,-0.0010675,196.6939994,176.7910240,154.8688427
63.9858120,-0.0058010,196.7238843,176.8012126,154.0674883
64.0137370,-0.0144658,197.0165289,176.8971423,154.5126954
64.0456510,-0.0142428,197.4435774,177.0568227,154.3160264
64.0785770,0.0010924,197.0718850,176.9661542,153.9659545
64.1086310,0.0213900,197.1914489,176.7268449,153.7675979
64.1425600,0.0406711,197.7700481,177.1129711,153.6836407
64.1744540,0.0729591,197.8922210,177.2956627,154.8353628
64.2083620,0.1224632,197.4992557,177.1427012,154.1093579
64.2382810,0.1737981,197.3131476,177.1311739,154.7097877
64.2702170,0.2177619,198.1271288,177.2684833,154.6896414
64.3011340,0.2545053,197.4509215,177.2636218,154.1036659
64.3340600,0.2786353,197.5704855,177.1152752,154.1062360
64.3819310,0.2835273,197.6335435,177.1873311,153.8822176
64.4178340,0.2674960,196.9324379,176.9781476,154.2089014
64.4467560,0.2291366,197.2564640,176.9552760,154.1377658
64.4776730,0.1658305,197.5477534,176.5870441,154.4031836
64.5125780,0.0745982,197.3258821,176.4487771,154.2598236
64.5405030,-0.0311210,196.9933020,176.7024893,154.1557533
64.5754090,-0.1281395,197.7374950,176.4870916,153.9123639
64.6060010,-0.2014785,197.7004049,176.8064777,154.1556680
64.6379150,-0.2322413,197.9417930,177.0889386,154.1236390
64.6728320,-0.2212076,197.2251729,176.5315162,154.2583425
64.7027560,-0.2003014,197.2575497,176.4144026,153.7825472
64.7366650,-0.1877567,197.0910558,176.4377332,153.9658163
64.7825410,-0.1778808,197.5884786,176.5404560,154.1830105
64.8144550,-0.1554384,197.2068415,176.8949835,153.5287723
64.8475660,-0.1086549,197.4255128,176.8596298,154.2347174
64.8784880,-0.0410716,197.1710766,176.9979802,153.9165825
64.9104020,0.0379664,197.8711813,177.0194501,154.0942974
64.9423160,0.1099933,197.2069034,176.6205108,154.1570231
64.9762240,0.1485195,197.3270699,176.4597066,153.7482918
65.0065330,0.1466784,197.2879623,176.5473589,153.7769871
65.0414390,0.1178289,197.5815027,176.5070719,154.3764670
65.0703610,0.0815994,197.4585547,176.8212890,154.1538539
65.1012770,0.0575639,196.9438393,176.8303188,154.2913960
65.1341890,0.0622071,197.7377431,177.3651742,154.0022285
65.1840860,0.1001323,197.5370520,177.0686374,154.1043734
65.2160380,0.1516209,197.4161791,177.0518459,154.0982449
65.2469540,0.2000141,197.1905580,177.2520218,153.8765669
65.2778840,0.2421525,197.2286942,177.1409731,154.1816365
65.3117930,0.2673580,197.4809657,177.0087157,154.0788419
65.3427090,0.2589388,197.1972311,176.6580056,154.0889848
65.3746230,0.2177894,197.2019057,177.1176530,153.8647944
65.4115240,0.1559681,197.0428830,176.5015100,153.4692974
65.4384510,0.0738314,197.4628141,176.6803015,153.7412060
65.4723600,-0.0142289,197.1596461,176.8530210,154.2818940
65.5023010,-0.0877271,197.0518986,176.6976255,153.9698427
65.5352120,-0.1418185,197.4611900,176.8363032,153.9130172
65.5800910,-0.1710692,197.8863453,176.9196248,153.7983058
65.6170010,-0.1761957,197.4726152,176.7532336,154.0932700
65.6459280,-0.1707253,197.5879550,176.6454426,154.3495894
65.6808340,-0.1669789,197.2813002,176.5547753,154.2209069
65.7107530,-0.1661510,197.6781644,176.6827030,154.1601614
65.7427740,-0.1688865,196.9731236,176.3292853,154.2732431
65.7749750,-0.1709682,197.4689724,176.9101754,154.0767920
65.8078860,-0.1481843,197.2814450,177.1646206,154.1000201
65.8378060,-0.1002107,197.4223888,176.5623188,154.1745127
65.8707990,-0.0573387,197.0683761,176.6869784,154.5083962
65.9037100,-0.0275028,197.0299719,176.7763633,154.4757418
65.9386980,-0.0091062,196.5409182,176.4684631,154.4856287
65.9856070,-0.0120784,196.5181882,176.3758894,153.8979858
66.0145290,-0.0392009,196.7987890,176.2733770,154.3175501
66.0494610,-0.0768962,196.6013473,176.5460487,154.2059119
66.0783830,-0.1071069,196.8713188,176.4358590,154.2086453
66.1083020,-0.1234278,197.1503570,176.4820477,154.1272252
66.1402160,-0.1192038,196.9467303,176.8029219,154.3326376
66.1741240,-0.0888054,197.3003818,176.6258790,153.8810528
66.2090300,-0.0453908,196.9255287,176.5360720,154.0700192
66.2389490,0.0024682,196.7892059,176.8830806,153.9243815
66.2698660,0.0517840,196.7428285,176.4599799,153.9463390
66.3047710,0.0921356,196.6302445,176.7661737,154.5987524
66.3337150,0.1272545,197.0724955,176.8744274,154.2685720
66.3835760,0.1573385,196.5896750,176.5374554,154.0962148
66.4154900,0.1743988,196.9378197,176.8824591,154.6633236
66.4462240,0.1744687,196.5838786,176.2992267,154.6246282
66.4791410,0.1584087,196.8029800,176.9525823,154.1918856
66.5110610,0.1425364,196.2729973,176.7320527,153.7793841
66.5420200,0.1270964,196.7048290,176.5148893,153.9639839
66.5729370,0.1012553,196.5987058,176.6196117,154.0193131
66.6068450,0.0695842,196.7805979,176.5662119,153.9235554
66.6397560,0.0433548,197.0022026,176.8638366,154.0560673
66.6736650,0.0177276,196.5329654,176.0401104,154.1743372
66.7025870,-0.0298912,196.3674055,176.1250742,153.9148031
66.7364950,-0.0914719,197.1528688,176.4426742,153.7718060
66.7823720,-0.1391637,196.4105756,176.3664609,154.4528978
66.8142850,-0.1624317,196.9551614,176.5346752,154.1772619
66.8461990,-0.1572269,196.6220020,176.6178394,153.9697721
66.8840960,-0.1233740,197.0100422,176.7003414,153.8467564
66.9090290,-0.0708071,197.0181855,176.5874301,154.1512790
66.9459300,-0.0205721,197.1300272,176.3003729,154.2486644
66.9778440,0.0078068,196.5876763,176.2743926,153.9863832
67.0047720,0.0230414,196.8188115,176.8228267,154.0632403
67.0396760,0.0495319,196.8197732,176.8170877,154.2045952
67.0686050,0.0876601,197.7710162,176.6878595,153.8844485
67.1015160,0.1245372,197.0646836,176.8225195,154.1665003
67.1344270,0.1542939,196.7372130,176.6991542,153.7441603
67.1833740,0.1748397,196.9725877,176.8936404,154.2390351
67.2162850,0.1904791,196.9252701,176.9540816,154.1663665
67.2462040,0.1932565,196.8087546,176.4220760,154.0709941
67.2781180,0.1760239,197.1783055,177.0325015,154.3581203
67.3111130,0.1453742,196.5829783,176.3659962,153.9546220
67.3450210,0.0996000,197.0533854,176.7093349,153.9117588
67.3739430,0.0490287,196.6866786,176.7462166,154.4488252
67.4108430,-0.0018199,196.1080311,176.2151774,154.3753072
67.4397810,-0.0605342,196.8906108,176.5660662,154.2102244
67.4727090,-0.1155261,197.0238429,176.4379884,153.9603286
67.5037090,-0.1603197,196.8026786,176.3168651,153.8167659
67.5366540,-0.2021227,196.2944658,176.1235079,153.8698826
67.5835570,-0.2432651,196.5756196,176.1578149,153.4446131
67.6154710,-0.2729719,197.1811237,176.3766208,153.1692632
67.6466630,-0.2744034,197.4342317,176.5323813,153.6411907
67.6775810,-0.2420326,197.5333468,176.5462193,153.7022096
67.7104920,-0.1840090,197.6776826,176.5695634,153.9668503
67.7424330,-0.1117708,197.6611687,176.6161118,153.9417681
67.7783350,-0.0376697,197.2533320,176.5007957,153.9221205
67.8062610,0.0247767,197.6383559,176.4703090,153.8833569
67.8361800,0.0726022,197.4514170,176.6792510,154.1405870
67.8700980,0.1118889,197.2790089,176.6575342,153.9674658
67.9010150,0.1430211,196.7620436,176.6583526,153.9379463
67.9339270,0.1675922,197.6531045,176.8869258,153.9361938
67.9828710,0.1869918,197.0641653,176.6394571,153.9067957
68.0138170,0.1902848,197.1863485,176.5188765,153.5026679
68.0497200,0.1780532,197.8715858,176.9011415,153.8331635
68.0786420,0.1630114,197.0836396,176.6598788,153.7908016
68.1105560,0.1536522,197.8055301,177.1616346,153.6594490
68.1414720,0.1578770,197.5632172,176.9687940,153.9070868
68.1723890,0.1752967,197.5684835,177.2623693,154.0095535
68.2053060,0.1964349,197.2424090,176.9381620,154.3564007
68.2382170,0.2040137,197.6490674,176.8620936,154.0070329
68.2681360,0.1887184,197.1542548,176.9201163,153.9521900
68.3030420,0.1503214,196.6070054,176.5888505,154.0123335
68.3339580,0.0860587,197.3154057,176.5916135,154.1066545
68.3801240,-0.0015254,196.8318540,176.3074698,153.5944949
68.4130660,-0.1032345,196.8859296,176.4114573,153.8821106
68.4451200,-0.2045929,196.4194604,176.2724658,153.7439000
68.4790330,-0.2952519,196.8146322,176.1990540,153.8608232
68.5099660,-0.3691418,196.5093911,176.1982009,153.7339858
68.5398850,-0.4166406,197.0169662,176.3103102,153.5683164
68.5758210,-0.4278859,196.3909572,176.4296836,153.5515521
68.6057410,-0.3924484,196.7952184,176.8429335,153.6512660
68.6376540,-0.3102812,196.8893214,176.6575848,153.5072854
68.6735570,-0.2080279,197.1386098,176.4144089,153.5254186
68.7024790,-0.1209441,196.4477286,176.1803214,153.6218012
68.7363880,-0.0601195,196.8334668,176.5040032,153.7420937
68.7832910,-0.0148129,197.1077586,176.4435646,153.8629711
68.8162020,0.0183014,196.8482545,176.3367010,153.3160948
68.8481160,0.0383175,196.4443665,176.4935846,153.9069767
68.8780350,0.0510607,197.0319031,176.4123170,153.3791015
68.9099490,0.0562029,196.7124451,176.3024371,154.0463444
68.9448550,0.0557860,196.5164769,176.5539655,153.5408647
68.9777880,0.0622609,197.1299901,176.6304866,153.4087388
69.0047160,0.0789592,196.7645161,176.5223790,153.4359879
69.0396210,0.0962613,196.3240640,176.4638991,153.5329228
69.0695400,0.1060352,196.6502066,176.4171118,153.4557090
69.1034490,0.1015514,196.7032685,176.1834699,153.2378789
69.1343650,0.0877512,197.0048888,176.6759453,153.8401676
69.1802420,0.0818959,196.9470278,176.5353978,153.7458927
69.2161450,0.0787238,196.5505192,176.1803115,153.3407548
69.2460640,0.0657223,196.6023988,176.4552724,154.2403798
69.2759830,0.0507124,196.8467027,176.3995515,153.6701661
69.3088940,0.0381588,197.0698526,176.3266904,153.4481952
69.3428030,0.0292340,197.2016365,176.5461158,153.3161936
69.3757130,0.0299829,197.1856658,176.4834298,153.4702535
69.4096220,0.0444596,197.5495110,176.7732274,153.5512429
69.4365490,0.0686722,197.1900151,176.4233989,153.8049420
69.4724520,0.0915195,196.9972678,176.6668691,153.4937260
69.5003770,0.1015088,196.1054097,176.1592084,153.4127884
69.5322910,0.0937575,197.1067421,176.6078035,153.6133630
69.5841510,0.0708748,196.2703078,176.0563059,153.6708044
69.6180590,0.0366109,196.7642211,176.5336683,153.5168844
69.6459840,-0.0002986,196.6235259,176.1660886,153.5030225
69.6828840,-0.0381728,197.0739139,176.2192277,153.2145012
69.7098110,-0.0742493,196.3427165,176.3230315,153.3983268
69.7427220,-0.0992884,196.6931430,176.2580937,153.5490650
69.7746370,-0.1138976,196.3598131,176.2077948,153.4885663
69.8045560,-0.1121316,197.3971287,176.6674755,154.0395309
69.8414860,-0.0811915,197.1344189,176.6491352,153.6013958
69.8704200,-0.0212444,197.5083646,176.8831998,153.8541012
69.9043290,0.0562840,196.8868167,176.7743241,153.8796132
69.9362420,0.1362834,196.9822902,176.8959549,153.3473536
69.9842050,0.1977844,197.1603840,176.4228398,153.0134411
70.0141240,0.2163957,196.9816000,176.2911000,153.4277000
70.0490760,0.1920761,197.3749748,176.5728136,153.3649768
70.0779980,0.1425859,196.9387531,176.2638404,153.3763591
70.1119240,0.0869221,197.2148111,176.8982368,153.0945088
70.1408470,0.0528827,197.3121058,176.9373347,152.9542218
70.1737570,0.0444917,196.9980785,176.6702063,153.2733617
70.2086630,0.0416352,197.1437306,176.6609201,153.0550266
70.2385940,0.0351547,197.3378351,176.6690699,153.5932169
70.2715050,0.0269216,197.2147123,176.7424846,153.4172805
70.3064100,0.0208929,197.4515342,176.7889657,153.5525300
70.3343350,0.0130612,197.0073485,176.5111737,153.3391383
70.3802110,-0.0116856,197.2763475,176.2669952,153.6167538
70.4151170,-0.0625269,196.6082392,176.1664834,153.3611639
70.4460330,-0.1335406,196.9956531,176.1063486,152.8977962
70.4789450,-0.2023188,197.0064231,176.5440586,153.2502007
70.5098610,-0.2441563,197.5349097,176.4117110,153.8495027
70.5437940,-0.2674283,196.7032847,175.8588866,153.1144190
70.5767060,-0.2900971,196.9115922,176.1851103,153.5330771
70.6066250,-0.3057814,196.5630902,176.0308419,153.3332329
70.6385390,-0.3080162,196.7992321,176.0915429,153.0349601
70.6714700,-0.2942087,197.0891662,176.1957801,153.3818219
70.7003920,-0.2576752,196.9888867,176.3492191,153.5058070
70.7352980,-0.1965177,196.6962612,176.4095536,153.5998186
70.7851630,-0.1284093,196.7457103,175.8698125,153.4418396
70.8140850,-0.0641621,197.2453309,176.7372107,153.5111652
70.8479930,0.0074572,196.9827138,176.3081535,153.4154676
70.8819030,0.0835663,196.7136640,176.6664980,153.4167004
70.9098260,0.1500100,196.6820913,176.2261619,153.4001402
70.9457300,0.1963821,196.9637060,176.5196088,153.2209900
70.9766450,0.2252592,197.1079217,176.5099909,153.1311492
71.0065650,0.2493819,196.7765480,176.8381693,153.1976269
71.0414710,0.2683283,196.4298159,176.3685409,152.8280539
71.0683980,0.2650980,196.3143116,176.3210548,152.5310990
71.1003120,0.2382592,196.5240861,176.5590386,152.9368052
71.1317840,0.2084812,196.8229694,176.7101479,153.3602390
71.1816540,0.1941190,197.2059328,176.9774997,153.1501362
71.2115740,0.1851324,196.5830192,176.1277524,153.1618726
71.2485690,0.1497635,196.5821407,176.1815158,153.6739569
71.2784880,0.0865206,196.6291344,176.2839047,152.7683724
71.3144270,0.0202559,196.4090545,176.4339944,153.1127804
71.3423520,-0.0339243,196.7544283,176.3316224,153.1507649
71.3742660,-0.0768795,196.9348089,176.2062374,153.4777666
71.4101690,-0.1135165,196.6373438,176.2059653,153.5171302
71.4390910,-0.1451400,196.4094089,176.0804015,153.5293521
71.4710050,-0.1701572,196.5199599,176.2033099,152.9077232
71.5019210,-0.1812689,196.6610844,176.2832636,152.8343715
71.5348450,-0.1769248,196.2148327,176.1218259,152.5514913
71.5827170,-0.1593638,196.6104067,176.4245867,153.1826757
71.6136320,-0.1207070,196.7880489,176.5983557,153.5841187
71.6455620,-0.0628308,196.9136640,176.3891700,153.3189271
71.6804680,-0.0087619,196.8270526,176.1612903,153.1838006
71.7103870,0.0274635,197.2409749,176.4007750,153.1525597
71.7423250,0.0433744,196.2813248,175.9502195,153.2467079
71.7782280,0.0372265,196.8442914,176.2744403,153.5622531
71.8061530,0.0187103,196.3618631,176.1188296,153.2250199
71.8400610,-0.0033884,197.2521739,176.1763683,153.0072634
71.8699810,-0.0182336,196.8914068,176.5049634,152.9918781
71.9038880,-0.0158410,196.8796810,176.2691027,152.9797113
71.9387940,0.0012623,196.6462729,176.5696203,153.7058469
71.9836730,0.0380493,196.6035338,176.8071273,152.9647608
72.0115980,0.0876226,196.5016929,176.3012348,153.0581557
72.0475400,0.1206574,196.2927314,176.2382420,153.4880183
72.0774590,0.1233697,197.0111600,176.1980137,153.1830654
72.1113680,0.1079188,196.8351460,176.5105740,153.4581067
72.1442780,0.0987255,196.9622642,176.7905255,153.3219720
72.1741980,0.1047872,196.6761346,176.4967148,153.2018599
72.2061120,0.1094022,196.9793159,176.3851276,153.4221572
72.2380250,0.0988765,196.4588364,176.3357948,153.5116256
72.2719340,0.0747911,197.2265898,176.3881457,153.6212184
72.3078370,0.0397551,196.4437599,176.1464626,152.9213037
72.3347640,-0.0063319,196.3748008,176.2030876,153.3346614
72.3826350,-0.0561471,196.4650761,176.2130964,153.5232487
72.4155460,-0.1070907,196.9678366,175.8473753,153.2741984
72.4464620,-0.1539922,196.9188385,176.4017033,153.6949518
72.4783760,-0.1763708,196.7436460,176.3299113,153.3702781
72.5112880,-0.1752071,196.4493000,176.0325000,153.2682000
72.5402210,-0.1641806,196.4663027,176.3175186,153.0919107
72.5751270,-0.1370012,197.0749067,176.4786773,153.3019458
72.6060430,-0.0963003,196.8649053,176.0969093,153.4399801
72.6379570,-0.0581418,196.7959968,176.3267287,153.0074808
72.6718920,-0.0291661,196.4242966,176.0631275,153.2251715
72.7028080,-0.0070184,196.6203133,176.4569985,153.4734715
72.7367170,0.0183139,197.0498235,176.4192637,153.5297025
72.7846730,0.0433754,196.3851548,176.1375338,152.8040669
72.8136220,0.0556148,196.5404056,176.2799920,152.8269903
72.8465330,0.0513592,196.5357393,175.9577127,152.9540138
72.8814390,0.0333111,196.8866511,176.2760854,153.4493472
72.9103610,0.0140421,196.6917704,176.2091305,153.4262577
72.9432720,-0.0068543,196.2491612,175.8291889,153.8128084
72.9791740,-0.0282975,196.7727455,176.5004008,153.9287575
73.0080970,-0.0321157,196.1744926,176.2312973,153.2942698
73.0420050,-0.0196449,196.0260626,176.2651363,153.5967322
73.0709270,0.0022963,196.0805738,176.4598605,153.2638302
73.1018440,0.0402246,196.8382944,176.6552695,153.4498190
73.1327660,0.0884841,195.6631548,176.3425561,153.2548247
73.1796460,0.1221384,196.4407067,176.0990218,153.3478738
73.2115600,0.1242751,196.2120012,176.1088227,153.5397564
73.2494570,0.0953767,196.4437550,175.8936149,153.1799440
73.2783790,0.0443785,196.3754463,176.0705077,153.7111265
73.3092960,-0.0074588,196.4377618,176.2713944,153.1197885
73.3402120,-0.0537604,195.8917500,175.6273150,153.1865901
73.3751180,-0.1004528,196.6187840,176.1529092,153.0550634
73.4060350,-0.1359385,196.0446999,175.9071618,153.0744670
73.4369510,-0.1552771,196.1658991,175.9541450,152.7366840
73.4708600,-0.1620332,196.2859867,175.9409757,153.1507729
73.5017760,-0.1547606,196.1830701,176.0134670,153.0271365
73.5343010,-0.1244384,196.8773134,176.4708458,153.1375124
73.5811860,-0.0748756,196.1730461,175.7710421,153.3238477
73.6111050,-0.0300540,196.8201198,176.0946097,153.0489290
73.6450130,0.0039442,196.8464112,175.9873277,153.4645174
73.6769270,0.0341761,196.5833842,176.2113622,152.7157402
73.7108360,0.0562228,196.4558470,175.7555066,153.2497998
73.7397580,0.0593948,196.9952434,175.8986945,152.7273555
73.7746640,0.0512566,196.3435651,176.1141539,153.1709299
73.8035850,0.0482994,196.8865842,176.0832737,153.2938592
73.8384910,0.0593869,196.4945805,176.4260337,153.1667001
73.8704050,0.0842609,196.4024403,176.0844005,153.0771403
73.9023190,0.1101433,196.2755489,176.2322355,153.4497006
73.9352300,0.1307914,196.6124272,176.2168239,152.9216021
73.9840980,0.1461067,196.9446509,176.2203918,153.6026118
74.0110320,0.1511888,196.9590891,176.0926038,153.4059855
74.0459380,0.1516696,196.5182467,176.5879160,152.9118327
74.0768550,0.1619192,196.3750879,176.4833752,153.0744350
74.1107630,0.1753273,196.3967034,176.2567499,153.2943675
74.1456970,0.1759179,196.3476421,176.3353486,153.1090286
74.1726250,0.1609322,196.4115556,176.2211617,153.1783103
74.2065330,0.1241681,196.7164866,175.8575430,153.3061224
74.2374500,0.0652034,196.2892308,176.1910670,152.9081886
74.2683660,0.0037477,196.3293051,176.1797583,153.1344411
74.3022750,-0.0490999,196.3654153,176.0231629,153.1228035
74.3332120,-0.0988538,196.8450162,175.8929295,153.0531807
74.3811070,-0.1399702,196.7247967,176.2864837,153.6222561
74.4150150,-0.1593153,196.3578103,176.1045094,153.0532196
74.4449340,-0.1616181,196.3794742,176.0238625,153.3639029
74.4788430,-0.1591956,196.8075764,175.9610129,153.0073352
74.5097600,-0.1568285,196.4564398,175.9395713,153.0639016
74.5406760,-0.1515535,196.5828184,176.1068787,153.3595380
74.5746020,-0.1394226,196.3034158,175.9699489,152.8323149
74.6045210,-0.1259134,196.5432149,175.9005452,153.1238893
74.6374380,-0.1098800,196.2982121,176.2419646,153.1925472
74.6733410,-0.0772873,196.3559461,176.3772987,153.3338782
74.7012650,-0.0284304,196.3716639,176.1861296,152.7924397
74.7351740,0.0140816,196.7436233,175.8859764,153.1664482
74.7811250,0.0381529,196.5190101,176.2361042,153.0754416
74.8130390,0.0570473,196.5803553,176.3301001,152.9060649
74.8459500,0.0753507,195.8288860,176.0718183,152.9251066
74.8838470,0.0835413,196.6140103,176.1682649,152.8353689
74.9097780,0.0712933,196.1523418,175.6377495,152.6229064
74.9436860,0.0350694,196.4005018,176.0113397,152.6554942
74.9765970,-0.0086358,196.2005374,175.9442675,152.6014132
75.0025610,-0.0404318,196.1398927,176.2082195,152.9210446
75.0384650,-0.0655180,195.4846530,175.4317693,152.3879765
75.0704150,-0.1008602,196.1172055,175.7512761,153.0761686
75.1033260,-0.1387009,195.7247935,175.7414153,153.0771375
75.1332460,-0.1656995,196.2119565,175.6554952,152.9004630
75.1792100,-0.1829923,195.5659151,175.6136655,152.7854682
75.2141160,-0.1945121,196.4016787,175.4428457,152.8412270
75.2450330,-0.1944781,195.8222420,175.9172113,152.8215488
75.2769730,-0.1745770,195.6588412,175.5267732,153.2311688
75.3128760,-0.1526464,195.3152976,175.2091490,152.5254304
75.3417980,-0.1325828,196.0549484,176.0045122,153.2067582
75.3717440,-0.1013212,195.5243259,175.2667396,152.7881803
75.4046550,-0.0680561,196.0763374,175.7012756,152.5163651
75.4375670,-0.0441052,195.5924307,175.0870170,153.0129135
75.4714740,-0.0331972,195.9455843,175.5210625,152.5167014
75.5005200,-0.0317675,195.1190917,175.1161680,153.0569145
75.5334060,-0.0278820,195.6219476,175.7523174,152.7580983
75.5834360,-0.0134431,195.2235062,175.1854815,152.5938765
75.6133560,0.0086624,196.2418156,175.6655955,153.1300462
75.6463580,0.0440898,195.7005877,175.6995103,152.7414300
75.6802660,0.0940609,195.8278598,175.5825048,153.1270463
75.7091890,0.1422600,195.4241648,175.5084261,153.1178673
75.7430960,0.1703892,195.8177016,175.1419316,152.9919266
75.7780080,0.1689666,195.6178951,175.3198095,152.9126079
75.8059320,0.1542431,195.9152220,175.6149915,152.6466580
75.8368540,0.1476157,195.5728817,175.5844361,152.1460596
75.8667730,0.1582453,195.6731363,175.9252513,152.8195481
75.9016790,0.1959302,195.9622472,176.1870704,152.8315569
75.9365850,0.2599045,196.2565187,176.1189973,152.6522702
75.9844550,0.3264579,196.4475060,175.8862631,152.8415125
76.0123800,0.3737926,196.4101294,176.0754145,153.2531338
76.0482830,0.3965823,196.3273363,175.9420290,153.4485757
76.0782020,0.3952356,196.5699304,176.0943834,152.8387617
76.1111140,0.3712723,196.3972740,175.9182201,153.2098617
76.1452450,0.3247305,196.4186210,175.9174183,152.9155141
76.1731700,0.2514987,196.0206226,175.5198295,153.2524291
76.2050840,0.1514515,196.1348280,175.6429948,153.3086132
76.2370030,0.0421518,196.0976072,175.7497507,152.6592223
76.2699150,-0.0579091,196.3425504,175.5882710,152.8306492
76.3048470,-0.1450703,196.5704718,175.5617453,152.6806697
76.3327720,-0.2162093,196.0681022,175.5908863,152.9461192
76.3816400,-0.2725477,196.3065342,175.2600622,152.5562582
76.4115590,-0.3086856,196.6007256,175.9456817,153.3694447
76.4454670,-0.3049348,196.6929166,175.8605642,152.8599553
76.4783780,-0.2633854,195.7065501,175.8307213,153.0173799
76.5112900,-0.2032688,196.6306116,175.8484483,153.0449935
76.5412090,-0.1305361,196.4753149,176.1927062,153.2627997
